width,distance,movement_time
6,60,1103
6,60,1142
6,60,891
6,60,992
6,60,1024
6,60,824
6,60,824
6,60,973
6,210,1274
6,210,1294
6,210,1456
6,210,1094
6,210,1034
6,210,1216
6,210,1463
6,210,1353
6,210,1055
6,210,862
14,40,719
14,40,1000
14,40,689
14,40,830
14,40,650
14,40,623
14,40,568
14,40,504
14,40,842
14,40,844
14,210,1303
14,210,795
14,210,1329
14,210,981
14,210,987
14,210,1046
14,210,1041
14,210,847
14,210,865
14,210,805
20,160,1010
20,160,729
20,160,767
20,160,874
20,160,952
20,160,1072
20,160,761
20,160,766
20,160,721
20,160,863
8,40,1052
8,40,1018
8,40,841
8,40,1206
8,40,1026
8,40,775
8,40,814
8,40,682
8,40,1297
8,40,814
18,120,843
18,120,733
18,120,864
18,120,997
18,120,843
18,120,960
18,120,797
18,120,843
18,120,855
18,120,753
18,60,904
18,60,579
18,60,796
18,60,624
18,60,720
18,60,657
18,60,640
18,60,609
18,60,704
18,60,850
18,60,583
10,40,1019
10,40,727
10,40,1063
10,40,690
10,40,710
10,40,691
10,40,750
10,40,792
10,40,720
10,40,840
10,75,1304
10,75,1007
10,75,1400
10,75,1214
10,75,987
10,75,785
10,75,1012
10,75,1043
10,75,1041
10,75,780
8,210,1287
8,210,1072
8,210,1401
8,210,1176
8,210,1239
8,210,1296
8,210,1183
8,210,1209
8,210,1232
8,210,1457
20,60,688
20,60,561
20,60,640
20,60,558
20,60,562
20,60,543
20,60,560
20,60,658
20,60,526
20,60,648
14,160,1045
14,160,842
14,160,881
14,160,753
14,160,942
14,160,910
14,160,1051
14,160,919
14,160,1241
14,160,797
14,210,1001
14,210,918
14,210,858
14,210,863
14,210,1046
14,210,890
14,210,1162
14,210,911
14,210,958
14,210,839
20,210,892
20,210,822
20,210,843
20,210,822
20,210,816
20,210,834
20,210,864
20,210,813
20,210,836
20,210,799
8,160,1053
8,160,810
8,160,961
8,160,800
8,160,926
8,160,905
8,160,945
8,160,920
8,160,847
8,160,968
8,160,1058
8,40,643
8,40,590
8,40,546
8,40,600
8,40,528
8,40,581
8,40,573
8,40,622
8,40,528
8,40,664
10,160,1017
10,160,888
10,160,810
10,160,869
10,160,841
10,160,823
10,160,896
10,160,808
10,160,761
10,160,821
20,120,714
20,120,758
20,120,718
20,120,781
20,120,603
20,120,626
20,120,711
20,120,738
20,120,712
20,120,672
14,75,848
14,75,584
14,75,623
14,75,681
14,75,526
14,75,586
14,75,542
14,75,642
14,75,488
14,75,807
10,210,1048
10,210,822
10,210,875
10,210,800
10,210,894
10,210,831
10,210,973
10,210,1097
10,210,1129
10,210,1065
10,210,866
18,75,624
18,75,606
18,75,720
18,75,593
18,75,609
18,75,584
18,75,559
18,75,830
18,75,659
18,75,669
14,60,567
14,60,538
14,60,527
14,60,624
14,60,517
14,60,587
14,60,669
14,60,537
14,60,466
14,60,530
18,210,827
18,210,887
18,210,832
18,210,842
18,210,734
18,210,744
18,210,807
18,210,951
18,210,761
18,210,826
10,40,734
10,40,546
10,40,510
10,40,481
10,40,512
10,40,554
10,40,478
10,40,582
10,40,499
10,40,480
10,120,914
10,120,749
10,120,674
10,120,791
10,120,672
10,120,857
10,120,656
10,120,960
10,120,735
10,120,895
10,60,701
10,60,553
10,60,615
10,60,657
10,60,631
10,60,553
10,60,576
10,60,741
10,60,562
10,60,678
10,60,675
14,40,522
14,40,473
14,40,447
14,40,447
14,40,567
14,40,475
14,40,472
14,40,503
14,40,535
14,40,473
18,60,486
18,60,440
18,60,553
18,60,488
18,60,474
18,60,550
18,60,561
18,60,423
18,60,474
18,60,503
6,160,1162
6,160,864
6,160,870
6,160,906
6,160,944
6,160,984
6,160,981
6,160,1168
6,160,1018
6,160,945
18,120,648
18,120,719
18,120,769
18,120,568
18,120,946
18,120,750
18,120,849
18,120,730
18,120,758
18,120,689
18,120,741
14,120,872
14,120,846
14,120,825
14,120,794
14,120,607
14,120,631
14,120,927
14,120,825
14,120,769
14,120,735
18,160,798
18,160,823
18,160,806
18,160,893
18,160,784
18,160,752
18,160,789
18,160,771
18,160,736
18,160,805
8,210,1294
8,210,1129
8,210,1384
8,210,1184
8,210,1167
8,210,1112
8,210,1166
8,210,858
8,210,1000
8,210,1153
8,210,893
8,120,808
8,120,1007
8,120,833
8,120,944
8,120,839
8,120,808
8,120,1008
8,120,1048
8,120,840
8,120,1071
6,40,654
6,40,540
6,40,557
6,40,666
6,40,615
6,40,568
6,40,550
6,40,618
6,40,553
6,40,646
6,75,630
6,75,897
6,75,714
6,75,878
6,75,695
6,75,782
6,75,667
6,75,693
6,75,779
6,75,960
20,60,544
20,60,517
20,60,475
20,60,544
20,60,465
20,60,479
20,60,470
20,60,466
20,60,432
20,60,535
20,40,671
20,40,434
20,40,422
20,40,507
20,40,351
20,40,399
20,40,409
20,40,379
20,40,445
20,40,423
8,75,708
8,75,648
8,75,727
8,75,697
8,75,608
8,75,610
8,75,625
8,75,678
8,75,830
8,75,1057
8,75,744
8,75,735
20,160,870
20,160,742
20,160,722
20,160,784
20,160,743
20,160,823
20,160,616
20,160,786
20,160,727
20,160,817
6,120,721
6,120,745
6,120,1024
6,120,849
6,120,982
6,120,817
6,120,679
6,120,799
6,120,769
6,120,1057
18,40,473
18,40,405
18,40,394
18,40,426
18,40,376
18,40,421
18,40,367
18,40,460
18,40,359
18,40,341
6,210,1521
6,210,1199
6,210,1232
6,210,929
6,210,926
6,210,1041
6,210,1210
6,210,1136
6,210,952
6,210,1053
6,210,930
20,75,490
20,75,511
20,75,409
20,75,473
20,75,450
20,75,494
20,75,421
20,75,457
20,75,472
20,75,423
10,75,696
10,75,569
10,75,720
10,75,616
10,75,583
10,75,672
10,75,815
10,75,778
10,75,549
10,75,581
10,75,648
10,75,718
6,60,912
6,60,713
6,60,814
6,60,987
6,60,712
6,60,678
6,60,680
6,60,848
6,60,845
6,60,803
6,60,775
8,60,601
8,60,814
8,60,533
8,60,967
8,60,821
8,60,793
8,60,857
8,60,570
8,60,710
8,60,814
14,160,882
14,160,776
14,160,799
14,160,745
14,160,976
14,160,810
14,160,782
14,160,825
14,160,793
14,160,821
14,160,963
18,75,678
18,75,634
18,75,464
18,75,424
18,75,504
18,75,390
18,75,410
18,75,527
18,75,335
18,75,325
14,120,560
14,120,963
14,120,758
14,120,728
14,120,665
14,120,1237
14,120,705
14,120,728
14,120,617
14,120,759
14,120,879
14,120,855
10,120,1354
10,120,1262
10,120,989
10,120,715
10,120,840
10,120,848
10,120,750
10,120,666
10,120,1058
10,120,830
10,120,978
8,40,507
8,40,399
8,40,568
8,40,704
8,40,578
8,40,598
8,40,449
8,40,478
8,40,598
8,40,650
8,40,690
8,40,837
20,75,760
20,75,687
20,75,667
20,75,690
20,75,750
20,75,600
20,75,471
20,75,417
20,75,376
20,75,382
18,40,335
18,40,485
18,40,383
18,40,381
18,40,728
18,40,463
18,40,453
18,40,398
18,40,589
18,40,362
6,75,1441
6,75,1142
6,75,835
6,75,1399
6,75,808
6,75,614
6,75,690
6,75,1008
6,75,672
6,75,793
10,40,491
10,40,408
10,40,494
10,40,345
10,40,521
10,40,358
10,40,554
10,40,733
10,40,698
10,40,495
20,210,963
20,210,913
20,210,766
20,210,785
20,210,785
20,210,686
20,210,674
20,210,952
20,210,727
20,210,697
20,210,656
10,60,477
10,60,548
10,60,999
10,60,695
10,60,512
10,60,505
10,60,600
10,60,800
10,60,704
10,60,806
18,60,386
18,60,529
18,60,478
18,60,872
18,60,448
18,60,432
18,60,458
18,60,397
18,60,635
18,60,653
6,160,1280
6,160,1112
6,160,816
6,160,1056
6,160,760
6,160,997
6,160,708
6,160,1183
6,160,1216
6,160,1224
6,160,1352
14,160,1008
14,160,670
14,160,914
14,160,624
14,160,751
14,160,703
14,160,659
14,160,615
14,160,1014
14,160,857
6,40,1254
6,40,937
6,40,598
6,40,554
6,40,689
6,40,877
6,40,526
6,40,752
6,40,608
6,40,849
6,40,728
6,40,784
6,40,757
6,40,611
6,210,1199
6,210,906
6,210,904
6,210,966
6,210,1368
6,210,846
6,210,1002
6,210,986
6,210,920
6,210,904
6,210,862
6,210,993
6,210,1770
6,210,1279
6,210,1120
6,210,1080
6,210,1199
6,60,720
6,60,556
6,60,564
6,60,675
6,60,568
6,60,545
6,60,624
6,60,759
6,60,774
6,60,642
6,60,646
8,120,710
8,120,668
8,120,588
8,120,633
8,120,688
8,120,688
8,120,902
8,120,792
8,120,840
8,120,696
8,120,846
8,120,760
8,160,871
8,160,720
8,160,738
8,160,752
8,160,840
8,160,639
8,160,870
8,160,859
8,160,817
8,160,751
8,160,895
8,160,811
8,160,853
20,40,455
20,40,303
20,40,241
20,40,296
20,40,353
20,40,400
20,40,215
20,40,410
20,40,303
20,40,359
14,210,977
14,210,687
14,210,807
14,210,792
14,210,786
14,210,772
14,210,608
14,210,848
14,210,730
14,210,856
14,210,1221
14,210,939
14,210,872
8,210,1112
8,210,973
8,210,1234
8,210,1657
8,210,1256
8,210,862
8,210,1009
8,210,1155
8,210,1167
8,210,1278
10,75,589
10,75,779
10,75,767
10,75,769
10,75,1175
10,75,1160
10,75,1258
10,75,1558
10,75,600
18,210,1047
18,210,777
18,210,760
18,210,774
18,210,872
18,210,818
18,210,711
18,210,713
18,210,880
18,210,743
20,60,736
20,60,448
20,60,486
20,60,530
20,60,417
20,60,444
20,60,427
20,60,512
20,60,368
20,60,335
14,60,999
14,60,736
14,60,511
14,60,777
14,60,665
14,60,584
14,60,470
14,60,561
14,60,353
14,60,361
14,60,491
14,60,495
20,160,801
20,160,664
20,160,745
20,160,576
20,160,567
20,160,651
20,160,668
20,160,619
20,160,625
20,160,552
20,160,607
20,160,689
20,160,536
20,120,609
20,120,806
20,120,698
20,120,505
20,120,601
20,120,576
20,120,527
20,120,418
20,120,591
20,120,392
20,120,556
20,120,430
20,120,442
20,120,494
18,160,882
18,160,677
18,160,657
18,160,577
18,160,602
18,160,751
18,160,544
18,160,536
18,160,817
18,160,735
18,120,467
18,120,530
18,120,646
18,120,400
18,120,601
18,120,518
18,120,817
18,120,624
18,120,454
18,120,474
10,160,1129
10,160,1095
10,160,619
10,160,744
10,160,1162
10,160,789
10,160,1085
10,160,1384
10,160,986
8,75,760
8,75,626
8,75,543
8,75,609
8,75,559
8,75,831
8,75,626
8,75,528
8,75,686
8,75,711
8,75,593
8,75,743
14,40,512
14,40,615
14,40,469
14,40,489
14,40,493
14,40,730
14,40,1088
14,40,913
14,40,397
14,40,371
14,40,446
14,75,554
14,75,504
14,75,527
14,75,449
14,75,812
14,75,865
14,75,602
14,75,510
14,75,594
14,75,504
6,120,1199
6,120,1625
6,120,856
6,120,927
6,120,887
6,120,918
6,120,1073
6,120,857
6,120,966
6,120,1073
6,120,1153
10,210,1014
10,210,962
10,210,1128
10,210,1079
10,210,1041
10,210,1032
10,210,1149
10,210,982
10,210,769
10,210,826
10,210,945
8,60,697
8,60,767
8,60,696
8,60,730
8,60,479
8,60,597
8,60,1033
8,60,1079
8,60,720
8,60,897
8,60,584
8,60,593
8,60,776
10,210,1207
10,210,865
10,210,1008
10,210,775
10,210,968
10,210,712
10,210,766
10,210,746
10,210,791
10,210,752
10,210,824
20,160,586
20,160,624
20,160,714
20,160,638
20,160,720
20,160,639
20,160,698
20,160,639
20,160,714
20,160,574
6,210,743
6,210,801
6,210,968
6,210,694
6,210,843
6,210,758
6,210,889
6,210,1081
6,210,1008
6,210,1023
6,210,1057
20,60,736
20,60,448
20,60,472
20,60,455
20,60,513
20,60,490
20,60,478
20,60,543
20,60,745
20,60,569
20,60,440
20,60,518
8,60,534
8,60,753
8,60,512
8,60,545
8,60,582
8,60,635
8,60,655
8,60,527
8,60,600
8,60,697
18,160,687
18,160,689
18,160,640
18,160,648
18,160,728
18,160,600
18,160,650
18,160,614
18,160,748
18,160,668
18,160,689
6,160,856
6,160,936
6,160,886
6,160,929
6,160,856
6,160,743
6,160,914
6,160,1048
6,160,1216
6,160,848
6,75,536
6,75,561
6,75,760
6,75,624
6,75,504
6,75,807
6,75,673
6,75,912
6,75,728
6,75,702
6,75,658
10,160,881
10,160,785
10,160,639
10,160,713
10,160,800
10,160,703
10,160,785
10,160,889
10,160,653
10,160,816
10,160,890
10,40,664
10,40,720
10,40,705
10,40,503
10,40,497
10,40,647
10,40,681
10,40,448
10,40,453
10,40,507
10,120,944
10,120,1385
10,120,615
10,120,601
10,120,648
10,120,696
10,120,584
10,120,664
10,120,676
10,120,732
10,120,801
14,210,934
14,210,738
14,210,846
14,210,810
14,210,895
14,210,680
14,210,1023
14,210,703
14,210,761
14,210,809
14,210,751
14,210,662
14,210,976
8,40,498
8,40,656
8,40,519
8,40,489
8,40,614
8,40,519
8,40,505
8,40,609
8,40,535
8,40,504
14,160,721
14,160,695
14,160,710
14,160,609
14,160,696
14,160,840
14,160,762
14,160,844
14,160,523
14,160,750
14,75,486
14,75,562
14,75,527
14,75,552
14,75,466
14,75,518
14,75,472
14,75,609
14,75,454
14,75,666
20,120,512
20,120,512
20,120,504
20,120,681
20,120,469
20,120,634
20,120,464
20,120,574
20,120,618
20,120,546
20,120,568
6,60,568
6,60,728
6,60,545
6,60,557
6,60,610
6,60,704
6,60,600
6,60,590
6,60,760
6,60,703
6,60,562
8,210,1232
8,210,878
8,210,1138
8,210,840
8,210,793
8,210,800
8,210,704
8,210,728
8,210,896
8,210,847
8,210,1016
8,210,839
10,75,648
10,75,640
10,75,592
10,75,661
10,75,688
10,75,649
10,75,752
10,75,704
10,75,479
10,75,482
10,75,521
10,75,623
14,60,441
14,60,424
14,60,456
14,60,423
14,60,441
14,60,423
14,60,506
14,60,447
14,60,473
14,60,479
20,210,733
20,210,592
20,210,632
20,210,665
20,210,647
20,210,696
20,210,896
20,210,848
20,210,664
20,210,614
8,75,784
8,75,505
8,75,542
8,75,713
8,75,534
8,75,634
8,75,424
8,75,696
8,75,504
8,75,760
18,60,416
18,60,407
18,60,480
18,60,440
18,60,467
18,60,478
18,60,415
18,60,531
18,60,334
18,60,463
20,40,396
20,40,395
20,40,352
20,40,391
20,40,416
20,40,353
20,40,544
20,40,391
20,40,393
20,40,369
14,120,513
14,120,494
14,120,614
14,120,571
14,120,718
14,120,537
14,120,497
14,120,608
14,120,576
14,120,543
20,75,384
20,75,533
20,75,385
20,75,570
20,75,374
20,75,472
20,75,414
20,75,482
20,75,455
20,75,496
20,75,545
14,40,382
14,40,401
14,40,360
14,40,438
14,40,379
14,40,425
14,40,398
14,40,420
14,40,390
14,40,423
14,40,514
8,120,608
8,120,871
8,120,633
8,120,888
8,120,776
8,120,552
8,120,801
8,120,703
8,120,704
8,120,832
8,120,710
8,160,752
8,160,744
8,160,745
8,160,886
8,160,938
8,160,808
8,160,761
8,160,663
8,160,814
8,160,674
8,160,686
6,120,744
6,120,641
6,120,806
6,120,794
6,120,857
6,120,761
6,120,863
6,120,689
6,120,710
6,120,681
6,120,599
6,120,674
10,60,568
10,60,504
10,60,416
10,60,440
10,60,575
10,60,545
10,60,511
10,60,721
10,60,599
10,60,537
10,60,433
10,60,466
10,60,494
10,60,464
18,120,616
18,120,528
18,120,512
18,120,800
18,120,479
18,120,511
18,120,688
18,120,624
18,120,639
18,120,472
18,120,489
18,75,473
18,75,552
18,75,392
18,75,488
18,75,384
18,75,439
18,75,416
18,75,641
18,75,384
18,75,576
18,210,721
18,210,689
18,210,647
18,210,624
18,210,632
18,210,576
18,210,624
18,210,743
18,210,638
18,210,649
18,210,688
18,40,336
18,40,399
18,40,287
18,40,346
18,40,296
18,40,566
18,40,345
18,40,353
18,40,408
18,40,366
6,40,567
6,40,577
6,40,519
6,40,513
6,40,542
6,40,482
6,40,632
6,40,767
6,40,639
6,40,690
6,40,464
8,60,948
8,60,1067
8,60,568
8,60,1030
8,60,530
8,60,688
8,60,554
8,60,948
8,60,587
8,60,663
18,75,737
18,75,487
18,75,504
18,75,639
18,75,642
18,75,628
18,75,539
18,75,536
18,75,536
18,75,617
18,40,581
18,40,583
18,40,530
18,40,541
18,40,555
18,40,815
18,40,544
18,40,632
18,40,502
18,40,689
20,60,750
20,60,626
20,60,535
20,60,761
20,60,504
20,60,560
20,60,560
20,60,646
20,60,586
20,60,544
14,160,1081
14,160,925
14,160,811
14,160,831
14,160,1013
14,160,931
14,160,736
14,160,896
14,160,1056
14,160,966
18,60,723
18,60,535
18,60,561
18,60,528
18,60,568
18,60,607
18,60,495
18,60,523
18,60,520
18,60,518
14,60,641
14,60,537
14,60,487
14,60,497
14,60,514
14,60,510
14,60,544
14,60,550
14,60,603
14,60,741
14,120,752
14,120,720
14,120,600
14,120,680
14,120,656
14,120,736
14,120,576
14,120,816
14,120,672
14,120,606
10,120,864
10,120,674
10,120,588
10,120,607
10,120,753
10,120,728
10,120,623
10,120,737
10,120,736
10,120,802
6,120,695
6,120,1319
6,120,1024
6,120,839
6,120,1025
6,120,1152
6,120,856
6,120,888
6,120,957
6,120,1287
6,120,690
6,120,834
6,120,655
6,120,896
6,120,839
14,210,892
14,210,871
14,210,824
14,210,872
14,210,951
14,210,769
14,210,792
14,210,1216
14,210,1006
14,210,955
6,75,711
6,75,975
6,75,767
6,75,1112
6,75,1145
6,75,1002
6,75,927
6,75,1017
6,75,736
6,75,720
6,75,968
18,210,1208
18,210,976
18,210,727
18,210,761
18,210,760
18,210,680
18,210,768
18,210,923
18,210,659
18,210,938
10,210,1032
10,210,934
10,210,826
10,210,809
10,210,831
10,210,817
10,210,759
10,210,704
10,210,929
10,210,784
10,210,792
8,40,434
8,40,676
8,40,513
8,40,577
8,40,496
8,40,560
8,40,511
8,40,617
8,40,504
8,40,552
8,40,664
20,120,784
20,120,624
20,120,681
20,120,623
20,120,603
20,120,675
20,120,626
20,120,577
20,120,607
20,120,592
20,40,464
20,40,385
20,40,324
20,40,412
20,40,351
20,40,374
20,40,322
20,40,384
20,40,369
20,40,422
20,210,793
20,210,729
20,210,748
20,210,690
20,210,752
20,210,838
20,210,674
20,210,710
20,210,626
20,210,752
10,60,470
10,60,490
10,60,656
10,60,524
10,60,545
10,60,489
10,60,499
10,60,496
10,60,548
10,60,475
6,160,1167
6,160,841
6,160,969
6,160,1006
6,160,730
6,160,857
6,160,1220
6,160,880
6,160,1048
6,160,894
6,160,986
6,160,736
6,160,893
20,75,365
20,75,403
20,75,352
20,75,392
20,75,421
20,75,449
20,75,408
20,75,415
20,75,432
20,75,448
20,75,359
20,75,400
14,40,368
14,40,350
14,40,288
14,40,328
14,40,314
14,40,368
14,40,357
14,40,361
14,40,371
14,40,446
8,120,707
8,120,784
8,120,723
8,120,833
8,120,751
8,120,824
8,120,845
8,120,756
8,120,749
8,120,1034
8,120,1216
8,160,933
8,160,947
8,160,769
8,160,1029
8,160,1050
8,160,799
8,160,713
8,160,744
8,160,665
8,160,655
20,160,521
20,160,606
20,160,595
20,160,592
20,160,647
20,160,664
20,160,606
20,160,666
20,160,832
20,160,648
6,210,1135
6,210,942
6,210,1264
6,210,1050
6,210,1167
6,210,1324
6,210,901
6,210,798
6,210,977
6,210,1064
6,210,1209
8,75,993
8,75,734
8,75,616
8,75,1159
8,75,967
8,75,609
8,75,750
8,75,688
8,75,753
8,75,663
8,75,936
18,120,662
18,120,874
18,120,701
18,120,696
18,120,656
18,120,520
18,120,768
18,120,600
18,120,614
18,120,690
10,160,889
10,160,871
10,160,872
10,160,919
10,160,1041
10,160,832
10,160,702
10,160,994
10,160,887
10,160,814
10,75,622
10,75,522
10,75,797
10,75,515
10,75,854
10,75,666
10,75,646
10,75,594
10,75,600
10,75,624
18,160,674
18,160,574
18,160,890
18,160,776
18,160,728
18,160,656
18,160,616
18,160,721
18,160,807
18,160,633
8,210,1320
8,210,1200
8,210,1106
8,210,1304
8,210,1120
8,210,920
8,210,1008
8,210,1024
8,210,871
8,210,1033
6,40,606
6,40,474
6,40,512
6,40,432
6,40,449
6,40,479
6,40,470
6,40,437
6,40,507
6,40,713
6,40,471
6,40,557
14,75,535
14,75,482
14,75,545
14,75,502
14,75,537
14,75,574
14,75,610
14,75,520
14,75,552
14,75,609
6,60,984
6,60,1062
6,60,636
6,60,650
6,60,808
6,60,584
6,60,584
6,60,614
6,60,578
6,60,534
6,60,778
10,40,454
10,40,523
10,40,396
10,40,475
10,40,622
10,40,440
10,40,520
10,40,495
10,40,561
10,40,518
10,40,441
